start,duration,value
2019-12-19T01:51:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[38,38,38,38,38,38,38,39,39,39,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,32,53,54,54,35]"
2019-12-19T04:28:00+01:00,"[60,60,60,60,60,60,60,60,60]","[21,21,21,21,21,22,22,22,16]"
2019-12-19T04:39:00+01:00,[60],[28]
2019-12-19T05:03:00+01:00,"[60,60,60,60,60]","[28,28,29,29,11]"
2019-12-19T05:48:00+01:00,"[60,60,60]","[16,17,4]"
2019-12-19T06:32:00+01:00,"[60,60,60,60,60]","[24,24,24,25,23]"
2019-12-19T15:42:00+01:00,"[60,60,60]","[9,10,9]"
2019-12-19T15:52:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[100,100,100,100,100,100,100,100,100,101,104,108,108,108,108,108,108,108,108,108,103,93,94,94,48]"
2019-12-19T16:44:00+01:00,"[60,60,60,60,60,60,60,60,60,60]","[5,5,5,5,5,5,5,6,6,3]"
2019-12-19T16:56:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[104,104,104,104,104,104,104,105,105,105,103,101,101,101,101,101,101,101,101,101,38]"
2019-12-25T22:17:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[10,9,9,9,10,10,10,10,10,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13]"
2019-12-25T23:34:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14]"
2019-12-26T01:52:00+01:00,"[60,60,60,60,60]","[49,48,48,49,2]"
2019-12-27T09:59:00+01:00,[60],[26]
2019-12-27T10:09:00+01:00,"[60,60]","[16,12]"
2019-12-27T12:19:00+01:00,[60],[16]
2019-12-27T19:03:00+01:00,[60],[9]
2019-12-28T02:02:00+01:00,[60],[8]
2019-12-28T03:15:00+01:00,[60],[15]
2019-12-28T04:07:00+01:00,"[60,60]","[17,14]"
