start,duration,value
2019-12-28T05:11:00+01:00,"[60,60,60,60,60]","[22,22,22,23,21]"
2019-12-28T06:44:00+01:00,"[60,60,60,60,60,60]","[11,11,11,12,12,2]"
2019-12-28T08:22:00+01:00,"[60,60,60]","[5,6,5]"
2019-12-28T09:44:00+01:00,[60],[8]
2019-12-28T11:11:00+01:00,"[60,60,60,60,60,60]","[15,15,15,15,16,10]"
2019-12-28T16:52:00+01:00,[60],[26]
2019-12-28T17:35:00+01:00,"[60,60,60,60,60,60,60,60]","[15,15,15,16,16,16,16,16]"
2019-12-28T17:44:00+01:00,[60],[2]
2019-12-28T17:46:00+01:00,[60],[2]
2019-12-28T17:48:00+01:00,[60],[2]
2019-12-28T17:50:00+01:00,[60],[2]
2019-12-28T17:52:00+01:00,[60],[2]
2019-12-28T17:54:00+01:00,[60],[2]
2019-12-28T17:56:00+01:00,[60],[2]
2019-12-28T17:58:00+01:00,[60],[2]
2019-12-28T18:00:00+01:00,[60],[2]
2019-12-28T18:02:00+01:00,[60],[2]
2019-12-28T18:04:00+01:00,[60],[2]
2019-12-28T18:06:00+01:00,[60],[2]
2019-12-28T18:08:00+01:00,[60],[2]
2019-12-28T18:10:00+01:00,[60],[2]
2019-12-28T18:12:00+01:00,[60],[2]
2019-12-28T18:14:00+01:00,[60],[2]
2019-12-28T18:16:00+01:00,[60],[2]
2019-12-28T18:18:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]"
2019-12-28T20:17:00+01:00,[60],[17]
2019-12-28T02:02:00+01:00,[60],[8]
2019-12-28T03:15:00+01:00,[60],[15]
2019-12-28T04:07:00+01:00,"[60,60]","[17,14]"
2019-12-28T05:11:00+01:00,"[60,60,60,60,60]","[22,22,22,23,21]"
2019-12-28T06:44:00+01:00,"[60,60,60,60,60,60]","[11,11,11,12,12,2]"
2019-12-28T08:22:00+01:00,"[60,60,60]","[5,6,5]"
2019-12-28T09:44:00+01:00,[60],[8]
2019-12-28T11:11:00+01:00,"[60,60,60,60,60,60]","[15,15,15,15,16,10]"
2019-12-28T16:52:00+01:00,[60],[26]
2019-12-28T17:35:00+01:00,"[60,60,60,60,60,60,60,60]","[15,15,15,16,16,16,16,16]"
2019-12-28T17:44:00+01:00,[60],[2]
2019-12-28T17:46:00+01:00,[60],[2]
2019-12-28T17:48:00+01:00,[60],[2]
2019-12-28T17:50:00+01:00,[60],[2]
2019-12-28T17:52:00+01:00,[60],[2]
2019-12-28T17:54:00+01:00,[60],[2]
2019-12-28T17:56:00+01:00,[60],[2]
2019-12-28T17:58:00+01:00,[60],[2]
2019-12-28T18:00:00+01:00,[60],[2]
2019-12-28T18:02:00+01:00,[60],[2]
2019-12-28T18:04:00+01:00,[60],[2]
2019-12-28T18:06:00+01:00,[60],[2]
2019-12-28T18:08:00+01:00,[60],[2]
2019-12-28T18:10:00+01:00,[60],[2]
2019-12-28T18:12:00+01:00,[60],[2]
2019-12-28T18:14:00+01:00,[60],[2]
2019-12-28T18:16:00+01:00,[60],[2]
2019-12-28T18:18:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]"
2019-12-28T20:17:00+01:00,[60],[17]
2020-01-03T21:54:00+01:00,"[60,60,60,60]","[14,14,15,2]"
2020-01-03T22:13:00+01:00,"[60,60,60,60,60,60]","[5,5,5,5,5,5]"
2020-01-03T22:26:00+01:00,[60],[5]
2020-01-04T03:21:00+01:00,"[60,60,60,60,60,60,60,60,60,60]","[9,9,9,10,10,10,10,10,10,10]"
2020-01-04T03:32:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[23,24,24,24,24,24,24,24,24,24,34,38,38,38,38,38,39,39,39,20]"
2020-01-04T04:01:00+01:00,"[60,60,60,60,60,60,60,60,60,60]","[15,15,15,15,15,15,15,15,16,3]"
2020-01-04T04:13:00+01:00,"[60,60]","[36,18]"
2020-01-04T04:25:00+01:00,"[60,60,60,60,60]","[59,59,60,60,32]"
2020-01-04T20:30:00+01:00,"[60,60,60,60,60,60,60,60]","[5,6,6,6,6,6,6,2]"
2020-01-04T20:46:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[22,22,22,22,22,22,22,22,23,23,60,61,61,61,61,61,61,61,43]"
2020-01-04T21:17:00+01:00,"[60,60,60,60,60,60,60]","[91,91,91,91,92,92,36]"
2020-01-04T23:03:00+01:00,"[60,60,60,60]","[3,3,4,4]"
2020-01-05T00:53:00+01:00,"[60,60,60,60,60,60,60,60,60,60]","[16,16,17,17,17,17,17,17,17,6]"
2020-01-05T01:20:00+01:00,[60],[21]
2020-01-05T01:56:00+01:00,[60],[16]
2020-01-05T22:23:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[64,64,64,64,64,64,64,64,64,64,29,16,16,16,16,16,16,16,16,16,11,34,34,34,34,34,34,35,35,18]"
2020-01-05T22:56:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[98,98,98,98,98,98,99,99,99,99,95,85,85,85,85,85,85,86,86,86,30]"
2020-01-05T23:19:00+01:00,"[60,60]","[25,3]"
2020-01-05T23:38:00+01:00,"[60,60]","[34,18]"
2020-01-06T00:12:00+01:00,"[60,60,60,60]","[12,12,12,11]"
2020-01-06T00:56:00+01:00,"[60,60,60,60,60,60,60,60,60,60]","[13,13,13,14,14,14,14,14,14,3]"
2020-01-06T01:37:00+01:00,[60],[17]
2020-01-06T02:08:00+01:00,[60],[17]
2020-01-06T03:17:00+01:00,"[60,60,60]","[12,12,4]"
2020-01-06T04:09:00+01:00,[60],[20]
2020-01-06T06:10:00+01:00,[60],[8]
2020-01-06T06:52:00+01:00,[60],[10]
2020-01-06T07:13:00+01:00,[60],[2]
2020-01-06T07:42:00+01:00,"[60,60,60,60,60,60]","[2,2,2,2,2,2]"
2020-01-06T08:18:00+01:00,"[60,60,60,60,60,60,60,60]","[9,9,9,9,10,10,10,5]"
2020-01-06T08:32:00+01:00,"[60,60,60]","[28,28,11]"
2020-01-06T08:46:00+01:00,[60],[19]
2020-01-06T16:16:00+01:00,"[60,60,60,60,60,60,60,60]","[6,6,6,7,7,7,7,6]"
2020-01-06T16:38:00+01:00,"[60,60,60]","[8,8,5]"
2020-01-06T18:12:00+01:00,"[60,60,60,60]","[5,5,5,4]"
2020-01-06T19:02:00+01:00,[60],[9]
2020-01-06T20:14:00+01:00,"[60,60,60,60,60]","[15,15,16,16,2]"
2020-01-06T22:36:00+01:00,"[60,60,60,60,60,60]","[5,5,6,6,6,6]"
2020-01-06T23:01:00+01:00,"[60,60]","[10,10]"
2020-01-06T23:49:00+01:00,"[60,60,60,60]","[25,26,26,11]"
2020-01-07T00:00:00+01:00,[60],[32]
2020-01-07T00:28:00+01:00,[60],[45]
2020-01-07T00:45:00+01:00,"[60,60]","[47,11]"
2020-01-07T02:34:00+01:00,"[60,60,60,60,60,60,60,60]","[12,13,13,13,13,13,13,5]"
2020-01-07T02:49:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[17,17,17,17,17,17,17,17,17,17,15,27,27,27,28,28,4]"
2020-01-07T03:10:00+01:00,[60],[13]
2020-01-07T03:25:00+01:00,"[60,60,60,60,60,60,60,60,60]","[8,8,9,9,9,9,9,9,2]"
2020-01-07T03:46:00+01:00,"[60,60,60,60,60,60,60,60,60]","[3,3,3,4,4,4,4,4,2]"
2020-01-07T05:50:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[17,17,17,17,17,17,18,18,3,2,2,2,2,2,3,3,3,3]"
2020-01-07T06:42:00+01:00,[60],[21]
2020-01-07T17:47:00+01:00,"[60,60,60]","[6,6,7]"
2020-01-07T18:32:00+01:00,[60],[2]
2020-01-07T18:34:00+01:00,[60],[2]
2020-01-07T18:36:00+01:00,[60],[2]
2020-01-07T18:38:00+01:00,[60],[2]
2020-01-07T19:21:00+01:00,[60],[18]
2020-01-07T20:27:00+01:00,[60],[18]
2020-01-07T22:15:00+01:00,"[60,60,60,60,60,60,60,60,60]","[11,11,11,12,12,12,12,12,11]"
2020-01-07T22:32:00+01:00,"[60,60,60,60,60,60,60]","[75,75,75,75,75,75,9]"
2020-01-07T17:47:00+01:00,"[60,60,60]","[6,6,7]"
2020-01-07T18:32:00+01:00,[60],[2]
2020-01-07T18:34:00+01:00,[60],[2]
2020-01-07T18:36:00+01:00,[60],[2]
2020-01-07T18:38:00+01:00,[60],[2]
2020-01-07T19:21:00+01:00,[60],[18]
2020-01-07T20:27:00+01:00,[60],[18]
2020-01-07T22:15:00+01:00,"[60,60,60,60,60,60,60,60,60]","[11,11,11,12,12,12,12,12,11]"
2020-01-07T22:32:00+01:00,"[60,60,60,60,60,60,60]","[75,75,75,75,75,75,9]"
2020-01-09T21:38:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[72,73,73,73,73,73,73,73,73,73,70,60,60,60,60,60,54]"
2020-01-10T01:48:00+01:00,[60],[30]
2020-01-10T06:30:00+01:00,[60],[2]
2020-01-10T06:32:00+01:00,[60],[2]
2020-01-10T06:34:00+01:00,[60],[2]
2020-01-10T06:36:00+01:00,[60],[2]
2020-01-10T06:38:00+01:00,[60],[2]
2020-01-10T06:40:00+01:00,[60],[2]
2020-01-10T06:42:00+01:00,[60],[2]
2020-01-10T06:44:00+01:00,[60],[2]
2020-01-10T06:46:00+01:00,[60],[2]
2020-01-10T06:48:00+01:00,[60],[2]
2020-01-10T06:50:00+01:00,[60],[2]
2020-01-10T06:52:00+01:00,[60],[2]
2020-01-10T06:54:00+01:00,[60],[2]
2020-01-10T06:56:00+01:00,[60],[2]
2020-01-10T06:58:00+01:00,[60],[2]
2020-01-10T07:00:00+01:00,[60],[2]
2020-01-10T07:02:00+01:00,[60],[2]
2020-01-10T07:04:00+01:00,[60],[2]
2020-01-10T07:06:00+01:00,[60],[2]
2020-01-10T07:08:00+01:00,[60],[2]
2020-01-10T07:10:00+01:00,[60],[2]
2020-01-10T07:12:00+01:00,[60],[2]
2020-01-10T07:14:00+01:00,[60],[2]
2020-01-10T07:16:00+01:00,[60],[2]
2020-01-10T17:38:00+01:00,[60],[22]
2020-01-10T21:26:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60]","[84,84,84,84,84,85,85,85,85,85,44]"
2020-01-12T20:29:00+01:00,[60],[8]
2020-01-12T22:29:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[7,6,6,7,8,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,68,71,71,71,71,71,71,71,27]"
2020-01-12T23:19:00+01:00,"[60,60]","[33,10]"
2020-01-13T01:09:00+01:00,"[60,60,60]","[17,17,14]"
2020-01-13T01:27:00+01:00,[60],[41]
2020-01-13T02:50:00+01:00,"[60,60,60]","[16,16,13]"
2020-01-13T03:49:00+01:00,"[60,60,60,60,60,60,60]","[19,19,19,19,19,19,19]"
2020-01-13T04:35:00+01:00,"[60,60,60]","[12,12,12]"
2020-01-13T05:46:00+01:00,[60],[8]
2020-01-13T07:24:00+01:00,[60],[14]
2020-01-12T20:29:00+01:00,[60],[8]
2020-01-12T22:29:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[7,6,6,7,8,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,68,71,71,71,71,71,71,71,27]"
2020-01-12T23:19:00+01:00,"[60,60]","[33,10]"
2020-01-13T01:09:00+01:00,"[60,60,60]","[17,17,14]"
2020-01-13T01:27:00+01:00,[60],[41]
2020-01-13T02:50:00+01:00,"[60,60,60]","[16,16,13]"
2020-01-13T03:49:00+01:00,"[60,60,60,60,60,60,60]","[19,19,19,19,19,19,19]"
2020-01-13T04:35:00+01:00,"[60,60,60]","[12,12,12]"
2020-01-13T05:46:00+01:00,[60],[8]
2020-01-13T07:24:00+01:00,[60],[14]
2020-01-13T19:36:00+01:00,"[60,60,60,60,60,60,60]","[25,24,24,24,24,24,6]"
2020-01-13T19:53:00+01:00,"[60,60,60,60,60]","[3,3,3,3,2]"
2020-01-13T20:31:00+01:00,[60],[14]
2020-01-13T20:43:00+01:00,[60],[15]
2020-01-13T21:23:00+01:00,[60],[22]
2020-01-13T21:50:00+01:00,[60],[5]
2020-01-13T22:23:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[56,56,56,57,57,57,57,57,57,57,90,92,92,92,92,92,93,93,93,93,74,72,12]"
2020-01-13T23:24:00+01:00,"[60,60,60]","[20,21,7]"
2020-01-14T01:28:00+01:00,[60],[21]
2020-01-14T01:47:00+01:00,"[60,60,60,60,60,60,60,60,60,60]","[4,4,4,5,5,5,5,5,5,3]"
2020-01-14T01:59:00+01:00,"[60,60,60]","[10,10,6]"
2020-01-14T02:16:00+01:00,"[60,60,60,60,60]","[22,23,23,23,14]"
2020-01-14T07:18:00+01:00,"[60,60,60,60,60]","[4,4,4,5,4]"
2020-01-14T13:45:00+01:00,[60],[24]
2020-01-14T13:49:00+01:00,"[60,60,60,60,60,60,60]","[13,13,13,13,13,14,6]"
2020-01-14T20:06:00+01:00,"[60,60,60,60,60]","[9,9,9,10,8]"
2020-01-14T20:58:00+01:00,"[60,60,60,60,60]","[20,20,20,21,19]"
2020-01-14T21:34:00+01:00,[60],[16]
2020-01-14T21:58:00+01:00,"[60,60,60,60,60,60]","[17,18,18,18,18,4]"
2020-01-14T22:50:00+01:00,"[60,60,60,60,60,60,60,60,60,60,60]","[45,45,45,45,45,45,45,45,45,45,35]"
